"id","name","description"
"cpv_33164000-7","33164000-7","Équipement pour cœlioscopie"
"cpv_33164100-8","33164100-8","Colposcope"
"cpv_33165000-4","33165000-4","Équipement pour cryochirurgie et cryothérapie"
"cpv_33166000-1","33166000-1","Équipements et instruments pour dermatologie"
"cpv_33167000-8","33167000-8","Éclairage opératoire"
"cpv_33168000-5","33168000-5","Appareils d'endoscopie et d'endochirurgie"
"cpv_33168100-6","33168100-6","Endoscopes"
"cpv_33169000-2","33169000-2","Instruments de chirurgie"
"cpv_33169100-3","33169100-3","Laser chirurgical"
"cpv_33169200-4","33169200-4","Paniers à usage chirurgical"
"cpv_33169300-5","33169300-5","Plateaux à usage chirurgical"
"cpv_33169400-6","33169400-6","Conteneurs à usage chirurgical"
"cpv_33169500-7","33169500-7","Systèmes de suivi et de traçabilité chirurgicaux"
"cpv_33170000-2","33170000-2","Anesthésie et réanimation"
"cpv_33171000-9","33171000-9","Instruments d'anesthésie et de réanimation"
"cpv_33171100-0","33171100-0","Instruments pour l'anesthésie"
"cpv_33171110-3","33171110-3","Masque d'anesthésie-réanimation"
"cpv_33171200-1","33171200-1","Instruments de réanimation"
"cpv_33171210-4","33171210-4","Masque laryngé d'anesthésie-réanimation"
"cpv_33171300-2","33171300-2","Kits ou ensembles pour péridurale"
"cpv_33172000-6","33172000-6","Appareils d'anesthésie et de réanimation"
"cpv_33172100-7","33172100-7","Appareils d'anesthésie"
"cpv_33172200-8","33172200-8","Appareils de réanimation"
"cpv_33180000-5","33180000-5","Assistance fonctionnelle"
"cpv_33181000-2","33181000-2","Appareils de suppléance rénale"
"cpv_33181100-3","33181100-3","Appareils d'hémodialyse"
"cpv_33181200-4","33181200-4","Filtres pour dialyse"
"cpv_33181300-5","33181300-5","Moniteur individuel pour hémodialyse"
"cpv_33181400-6","33181400-6","Multiposte pour hémodialyse"
"cpv_33181500-7","33181500-7","Consommables rénaux"
"cpv_33181510-0","33181510-0","Fluide rénal"
"cpv_33181520-3","33181520-3","Consommables pour dialyse rénale"
"cpv_33182000-9","33182000-9","Appareils de suppléance cardiaque"
"cpv_33182100-0","33182100-0","Défibrillateur"
"cpv_33182200-1","33182200-1","Système de stimulation cardiaque"
"cpv_33182210-4","33182210-4","Stimulateur cardiaque"
"cpv_33182220-7","33182220-7","Valves cardiaques"
"cpv_33182230-0","33182230-0","Ventricule"
"cpv_33182240-3","33182240-3","Pièces et accessoires pour stimulateurs cardiaques"
"cpv_33182241-0","33182241-0","Piles pour stimulateurs cardiaques"
"cpv_33182300-2","33182300-2","Appareils et instruments de chirurgie cardiaque"
"cpv_33182400-3","33182400-3","Radiologie cardiaque"
"cpv_33183000-6","33183000-6","Suppléance orthopédique"
"cpv_33183100-7","33183100-7","Implants orthopédiques"
"cpv_33183200-8","33183200-8","Prothèses orthopédiques"
"cpv_33183300-9","33183300-9","Matériel d'ostéosynthèse"
"cpv_33184000-3","33184000-3","Prothèses"
"cpv_33184100-4","33184100-4","Implants chirurgicaux"
"cpv_33184200-5","33184200-5","Prothèses vasculaires"
"cpv_33184300-6","33184300-6","Prothèses cardiaques"
"cpv_33184400-7","33184400-7","Implants mammaires"
"cpv_33184410-0","33184410-0","Prothèses mammaires internes"
"cpv_33184420-3","33184420-3","Prothèses mammaires externes"
"cpv_33184500-8","33184500-8","Endoprothèses coronariennes"
"cpv_33184600-9","33184600-9","Yeux artificiels"
"cpv_33185000-0","33185000-0","Prothèses auditives"
"cpv_33185100-1","33185100-1","Pièces et accessoires pour prothèses auditives"
"cpv_33185200-2","33185200-2","Implant cochléaire"
"cpv_33185300-3","33185300-3","Implant ORL"
"cpv_33185400-4","33185400-4","Larynx artificiel"
"cpv_33186000-7","33186000-7","Circulation extracorporelle (CEC)"
"cpv_33186100-8","33186100-8","Oxygénateur"
"cpv_33186200-9","33186200-9","Chauffage du sang et des fluides"
"cpv_33190000-8","33190000-8","Appareils et instruments médicaux divers"
"cpv_33191000-5","33191000-5","Dispositifs de stérilisation, de désinfection et d'hygiène"
"cpv_33191100-6","33191100-6","Stérilisateur"
"cpv_33191110-9","33191110-9","Autoclaves"
"cpv_33192000-2","33192000-2","Mobilier médical"
"cpv_33192100-3","33192100-3","Lits médicaux"
"cpv_33192110-6","33192110-6","Lits orthopédiques"
"cpv_33192120-9","33192120-9","Lits d'hôpital"
"cpv_33192130-2","33192130-2","Lits à moteur"
"cpv_33192140-5","33192140-5","Divans d'examen psychiatrique"
"cpv_33192150-8","33192150-8","Lits spécialisés"
"cpv_33192160-1","33192160-1","Chariots-brancards"
"cpv_33192200-4","33192200-4","Tables médicales"
"cpv_33192210-7","33192210-7","Tables d'examen"
"cpv_33192230-3","33192230-3","Tables d'opération"
"cpv_33192300-5","33192300-5","Mobilier médical, excepté lits et tables"
"cpv_33192310-8","33192310-8","Dispositifs de traction et de suspension pour lits médicaux"
"cpv_33192320-1","33192320-1","Porte-urinaux"
"cpv_33192330-4","33192330-4","Potences de transfusion"
"cpv_33192340-7","33192340-7","Mobilier pour bloc opératoire, excepté tables"
"cpv_33192350-0","33192350-0","Mobilier pour cultures à des fins médicales"
"cpv_33192400-6","33192400-6","Unités dentaires"
"cpv_33192410-9","33192410-9","Fauteuils dentaires"
"cpv_33192500-7","33192500-7","Éprouvettes"
"cpv_33192600-8","33192600-8","Matériels de levage pour le secteur des soins de santé"
"cpv_33193000-9","33193000-9","Véhicules pour handicapés physiques, fauteuils roulants et dispositifs assimilés"
"cpv_33193100-0","33193100-0","Véhicules pour handicapés physiques et fauteuils roulants"
"cpv_33193110-3","33193110-3","Véhicules pour handicapés physiques"
"cpv_33193120-6","33193120-6","Fauteuils roulants"
"cpv_33193121-3","33193121-3","Fauteuils roulants à énergie motrice"
"cpv_33193200-1","33193200-1","Pièces et acccessoires de véhicules pour handicapés physiques et de fauteuils roulants"
"cpv_33193210-4","33193210-4","Pièces et acccessoires de véhicules pour handicapés physiques"
"cpv_33193211-1","33193211-1","Moteurs de véhicules pour handicapés physiques"
"cpv_33193212-8","33193212-8","Dispositifs de direction de véhicules pour handicapés physiques"
"cpv_33193213-5","33193213-5","Dispositifs de commande de véhicules pour handicapés physiques"
"cpv_33193214-2","33193214-2","Châssis de véhicules pour handicapés physiques"
"cpv_33193220-7","33193220-7","Pièces et accessoires pour fauteuils roulants"
"cpv_33193221-4","33193221-4","Coussins pour fauteuils roulants"
"cpv_33193222-1","33193222-1","Bâtis de fauteuils roulants"
"cpv_33193223-8","33193223-8","Sièges pour fauteuils roulants"
"cpv_33193224-5","33193224-5","Roues de fauteuils roulants"
"cpv_33193225-2","33193225-2","Pneus pour chaises roulantes"
"cpv_33194000-6","33194000-6","Appareils et instruments de transfusion et de perfusion"
"cpv_33194100-7","33194100-7","Appareils et instruments pour perfusion"
"cpv_33194110-0","33194110-0","Pompes à perfusion"
"cpv_33194120-3","33194120-3","Fournitures pour perfusion"
"cpv_33194200-8","33194200-8","Appareils et instruments pour transfusion"
"cpv_33194210-1","33194210-1","Appareils de transfusion sanguine"
"cpv_33194220-4","33194220-4","Matériels de transfusion sanguine"
"cpv_33195000-3","33195000-3","Système de surveillance des patients"
"cpv_33195100-4","33195100-4","Moniteurs"
"cpv_33195110-7","33195110-7","Moniteurs respiratoires"
"cpv_33195200-5","33195200-5","Poste central de surveillance"
"cpv_33196000-0","33196000-0","Aides médicales"
"cpv_33196100-1","33196100-1","Équipement pour personnes âgées"
"cpv_33196200-2","33196200-2","Équipement pour handicapés"
"cpv_33197000-7","33197000-7","Matériel informatique à usage médical"
"cpv_33198000-4","33198000-4","Articles en papier à usage hospitalier"
"cpv_33198100-5","33198100-5","Compresses en papier"
"cpv_33198200-6","33198200-6","Sachets ou enveloppes en papier pour stérilisation"
"cpv_33199000-1","33199000-1","Vêtements pour personnel médical"
"cpv_33600000-6","33600000-6","Produits pharmaceutiques"
"cpv_33610000-9","33610000-9","Médicaments des voies digestives et du métabolisme"
"cpv_33611000-6","33611000-6","Médicaments contre les troubles liés à l'hyperacidité"
"cpv_33612000-3","33612000-3","Médicaments contre les troubles gastro-intestinaux fonctionnels"
"cpv_33613000-0","33613000-0","Laxatifs"
"cpv_33614000-7","33614000-7","Antidiarrhéiques, anti-inflammatoires et anti-infectieux intestinaux"
"cpv_33615000-4","33615000-4","Médicaments du diabète"
"cpv_33615100-5","33615100-5","Insuline"
"cpv_33616000-1","33616000-1","Vitamines"
"cpv_33616100-2","33616100-2","Provitamines"
"cpv_33617000-8","33617000-8","Suppléments minéraux"
"cpv_33620000-2","33620000-2","Médicaments du sang, des organes hématopoïétiques et du système cardio-vasculaire"
"cpv_33621000-9","33621000-9","Médicaments du sang et des organes hématopoïétiques"
"cpv_33621100-0","33621100-0","Antithrombotiques"
"cpv_33621200-1","33621200-1","Antihémorragiques"
"cpv_33621300-2","33621300-2","Préparations antianémiques"
"cpv_33621400-3","33621400-3","Substituts de plasma sanguin et solutions pour perfusions"
"cpv_33622000-6","33622000-6","Médicaments du système cardio-vasculaire"
"cpv_33622100-7","33622100-7","Médicaments utilisés en cardiologie"
"cpv_33622200-8","33622200-8","Antihypertenseurs"
"cpv_33622300-9","33622300-9","Diurétiques"
"cpv_33622400-0","33622400-0","Vasculoprotecteurs"
"cpv_33622500-1","33622500-1","Antihémorroïdaires à usage topique"
"cpv_33622600-2","33622600-2","Bêta-bloquants"
"cpv_33622700-3","33622700-3","Inhibiteurs calciques"
"cpv_33622800-4","33622800-4","Médicaments agissant sur le système rénine-angiotensine"
"cpv_33630000-5","33630000-5","Médicaments utilisés en dermatologie et pour le système squelettique et musculaire"
"cpv_33631000-2","33631000-2","Médicaments utilisés en dermatologie"
"cpv_33631100-3","33631100-3","Antifongiques à usage dermatologique"
"cpv_33631110-6","33631110-6","Acides salicyliques"
"cpv_33631200-4","33631200-4","Émollients et protecteurs"
"cpv_33631300-5","33631300-5","Médicaments contre le psoriasis"
"cpv_33631400-6","33631400-6","Antibiotiques et médicaments chimiothérapeutiques à usage dermatologique"
"cpv_33631500-7","33631500-7","Corticostéroïdes à usage dermatologique et préparations dermatologiques"
"cpv_33631600-8","33631600-8","Antiseptiques et désinfectants"
"cpv_33631700-9","33631700-9","Préparations antiacnéiques"
"cpv_33632000-9","33632000-9","Médicaments du système squelettique et musculaire"
"cpv_33632100-0","33632100-0","Anti-inflammatoires et antirhumatismaux"
"cpv_33632200-1","33632200-1","Myorelaxants"
"cpv_33632300-2","33632300-2","Préparations contre la goutte"
"cpv_33640000-8","33640000-8","Médicaments du système génito-urinaire et hormones"
"cpv_33641000-5","33641000-5","Médicaments du système génito-urinaire et hormones sexuelles"
"cpv_33641100-6","33641100-6","Anti-infectieux et antiseptiques gynécologiques"
"cpv_33641200-7","33641200-7","Autres médicaments gynécologiques"
"cpv_33641300-8","33641300-8","Hormones sexuelles et modulateurs de la fonction génitale"
"cpv_33641400-9","33641400-9","Contraceptifs"
"cpv_33641410-2","33641410-2","Contraceptifs oraux"
"cpv_33641420-5","33641420-5","Contraceptifs chimiques"
"cpv_33642000-2","33642000-2","Préparations hormonales systémiques, hormones sexuelles exclues"
"cpv_33642100-3","33642100-3","Hormones hypophysaires, hypothalamiques et analogues"
"cpv_33642200-4","33642200-4","Corticostéroïdes à usage systémique"
"cpv_33642300-5","33642300-5","Thérapeutique thyroïdienne"
"cpv_33650000-1","33650000-1","Anti-infectieux généraux à usage systémique, vaccins, antinéoplasiques et immunomodulateurs"
"cpv_33651000-8","33651000-8","Anti-infectieux généraux à usage systémique"
"cpv_33651100-9","33651100-9","Antibactériens à usage systémique"
"cpv_33651200-0","33651200-0","Antimycosiques à usage systémique"
"cpv_33651300-1","33651300-1","Antimycobactériens"
"cpv_33651400-2","33651400-2","Antiviraux à usage systémique"
"cpv_33651500-3","33651500-3","Immun-sérums et immunoglobulines"
"cpv_33651510-6","33651510-6","Antisérums"
"cpv_33651520-9","33651520-9","Immunoglobulines"
"cpv_33651600-4","33651600-4","Vaccins"
"cpv_33651610-7","33651610-7","Vaccins antidiphtérie, anticoqueluche et antitétanos"
"cpv_33651620-0","33651620-0","Vaccins antidiphtérie et antitétanos"
"cpv_33651630-3","33651630-3","Vaccins BCG (secs)"
"cpv_33651640-6","33651640-6","Vaccins ROR (rougeole, oreillons, rubéole)"
"cpv_33651650-9","33651650-9","Vaccins antityphus"
"cpv_33651660-2","33651660-2","Vaccins antigrippe"
"cpv_33651670-5","33651670-5","Vaccins antipolio"
"cpv_33651680-8","33651680-8","Vaccins antihépatite B"
"cpv_33651690-1","33651690-1","Vaccins à usage vétérinaire"
"cpv_33652000-5","33652000-5","Antinéoplasiques et immunomodulateurs"
"cpv_33652100-6","33652100-6","Antinéoplasiques"
"cpv_33652200-7","33652200-7","Thérapeutique endocrine"
"cpv_33652300-8","33652300-8","Immunosuppresseurs"
"cpv_33660000-4","33660000-4","Médicaments du système nerveux et des organes sensoriels"
"cpv_33661000-1","33661000-1","Médicaments du système nerveux"
"cpv_33661100-2","33661100-2","Anesthésiques"
"cpv_33661200-3","33661200-3","Analgésiques"
"cpv_33661300-4","33661300-4","Antiépileptiques"
"cpv_33661400-5","33661400-5","Antiparkinsoniens"
"cpv_33661500-6","33661500-6","Psycholeptiques"
"cpv_33661600-7","33661600-7","Psychoanaleptiques"
"cpv_33661700-8","33661700-8","Autres médicaments du système nerveux"
"cpv_33662000-8","33662000-8","Médicaments des organes sensoriels"
"cpv_33662100-9","33662100-9","Médicaments ophtalmologiques"
"cpv_33670000-7","33670000-7","Médicaments du système respiratoire"
"cpv_33673000-8","33673000-8","Médicaments contre les maladies obstructives des voies respiratoires"
"cpv_33674000-5","33674000-5","Médicaments de la toux et du rhume"
"cpv_33675000-2","33675000-2","Antihistaminiques à usage systémique"
"cpv_33680000-0","33680000-0","Articles de pharmacie"
"cpv_33681000-7","33681000-7","Tétines, téterelles et articles similaires pour nourrissons"
"cpv_33682000-4","33682000-4","Dalles en caoutchouc"
"cpv_33683000-1","33683000-1","Butoirs en caoutchouc"
"cpv_33690000-3","33690000-3","Médicaments divers"
"cpv_33691000-0","33691000-0","Produits antiparasitaires, insecticides et insectifuges"
"cpv_33691100-1","33691100-1","Antiprotozoaires"
"cpv_33691200-2","33691200-2","Antihelminthiques"
"cpv_33691300-3","33691300-3","Médicaments contre les ectoparasites, y compris scabicides, insecticides et insectifuges"
"cpv_33692000-7","33692000-7","Solutions médicamenteuses"
"cpv_33692100-8","33692100-8","Solutions pour infusions"
"cpv_33692200-9","33692200-9","Produits de nutrition parentérale"
"cpv_33692210-2","33692210-2","Solutions d'alimentation parentérale"
"cpv_33692300-0","33692300-0","Produits d'alimentation entérale"
"cpv_33692400-1","33692400-1","Solutions pour perfusions"
"cpv_33692500-2","33692500-2","Solutions injectables"
"cpv_33692510-5","33692510-5","Liquides intraveineux"
"cpv_33692600-3","33692600-3","Solutions galéniques"
"cpv_33692700-4","33692700-4","Solutions de glucose"
"cpv_33692800-5","33692800-5","Solutions de dialyse"
"cpv_33693000-4","33693000-4","Tous les autres produits thérapeutiques"
"cpv_33693100-5","33693100-5","Toxines"
"cpv_33693200-6","33693200-6","Succédanés de nicotine"
"cpv_33693300-7","33693300-7","Traitement de l'addiction"
"cpv_33694000-1","33694000-1","Agents diagnostiques"
"cpv_33695000-8","33695000-8","Tous les autres produits non thérapeutiques"
"cpv_33696000-5","33696000-5","Réactifs et produits de contraste"
"cpv_33696100-6","33696100-6","Réactifs de groupage sanguin"
"cpv_33696200-7","33696200-7","Réactifs pour analyses de sang"
"cpv_33696300-8","33696300-8","Réactifs chimiques"
"cpv_33696400-9","33696400-9","Réactifs isotopiques"
"cpv_33696500-0","33696500-0","Réactifs de laboratoire"
"cpv_33696600-1","33696600-1","Réactifs d'électrophorèse"
"cpv_33696700-2","33696700-2","Réactifs d'urologie"
"cpv_33696800-3","33696800-3","Produits de contraste à usage radiologique"
"cpv_33697000-2","33697000-2","Préparations médicales, excepté consommables dentaires"
"cpv_33697100-3","33697100-3","Préparations pour lavements"
"cpv_33697110-6","33697110-6","Ciments de reconstruction osseuse"
"cpv_33698000-9","33698000-9","Produits à usage clinique"
"cpv_33698100-0","33698100-0","Cultures microbiologiques"
"cpv_33698200-1","33698200-1","Glandes et leurs extraits"
"cpv_33698300-2","33698300-2","Substances peptiques"
"cpv_33700000-7","33700000-7","Produits de soins personnels"
"cpv_33710000-0","33710000-0","Parfums, produits de toilette et condoms"
"cpv_33711000-7","33711000-7","Parfums et produits de toilette"
"cpv_33711100-8","33711100-8","Eaux de toilette"
"cpv_33711110-1","33711110-1","Déodorants"
"cpv_33711120-4","33711120-4","Antisudoraux"
"cpv_33711130-7","33711130-7","Eaux de Cologne"
"cpv_33711140-0","33711140-0","Fragrances"
"cpv_33711150-3","33711150-3","Eau de rose"
"cpv_33711200-9","33711200-9","Produits de maquillage"
"cpv_33711300-0","33711300-0","Produits de manucure ou de pédicure"
"cpv_33711400-1","33711400-1","Produits de beauté"
"cpv_33711410-4","33711410-4","Coton-Tiges"
"cpv_33711420-7","33711420-7","Kits de maquillage"
"cpv_33711430-0","33711430-0","Serviettes personnelles à jeter"
"cpv_33711440-3","33711440-3","Pommade pour les lèvres"
"cpv_33711450-6","33711450-6","Tatouages"
"cpv_33711500-2","33711500-2","Produits de soins de la peau"
"cpv_33711510-5","33711510-5","Produits de protection solaire"
"cpv_33711520-8","33711520-8","Gels de bain"
"cpv_33711530-1","33711530-1","Bonnets de douche"
"cpv_33711540-4","33711540-4","Crèmes ou lotions parapharmaceutiques"
"cpv_33711600-3","33711600-3","Préparation et articles capillaires"
"cpv_33711610-6","33711610-6","Shampooings"
"cpv_33711620-9","33711620-9","Peignes"
"cpv_33711630-2","33711630-2","Perruques"
"cpv_33711640-5","33711640-5","Nécessaires de toilette"
"cpv_33711700-4","33711700-4","Articles et préparations pour hygiène orale ou dentaire"
"cpv_33711710-7","33711710-7","Brosses à dents"
"cpv_33711720-0","33711720-0","Dentifrice"
"cpv_33711730-3","33711730-3","Cure-dents"
"cpv_33711740-6","33711740-6","Bain de bouche"
"cpv_33711750-9","33711750-9","Bains de bouche rafraîchissants"
"cpv_33711760-2","33711760-2","Fil dentaire"
"cpv_33711770-5","33711770-5","Anneau dentaire, tétine, sucette"
"cpv_33711780-8","33711780-8","Pastilles de produit de nettoyage pour appareils dentaires"
"cpv_33711790-1","33711790-1","Kits d'hygiène dentaire"
"cpv_33711800-5","33711800-5","Produits de rasage"
"cpv_33711810-8","33711810-8","Crèmes à raser"
"cpv_33711900-6","33711900-6","Savon"
"cpv_33712000-4","33712000-4","Préservatifs"
"cpv_33713000-1","33713000-1","Produits de soin pour les pieds"
"cpv_33720000-3","33720000-3","Rasoirs et trousses de manucure ou de pédicure"
"cpv_33721000-0","33721000-0","Rasoirs"
"cpv_33721100-1","33721100-1","Lames de rasoir"
"cpv_33721200-2","33721200-2","Rasoirs électriques"
"cpv_33722000-7","33722000-7","Trousses de manucure ou de pédicure"
"cpv_33722100-8","33722100-8","Trousses de manucure"
"cpv_33722110-1","33722110-1","Accessoires de manucure"
"cpv_33722200-9","33722200-9","Trousses de pédicure"
"cpv_33722210-2","33722210-2","Accessoires de pédicure"
"cpv_33722300-0","33722300-0","Barrettes"
"cpv_33730000-6","33730000-6","Produits pour le soin des yeux et verres correcteurs"
"cpv_33731000-3","33731000-3","Verres de contact"
"cpv_33731100-4","33731100-4","Verres correcteurs"
"cpv_33731110-7","33731110-7","Lentilles intra-oculaires"
"cpv_33731120-0","33731120-0","Verres de lunettes"
"cpv_33732000-0","33732000-0","Lotions pour verres de contact"
"cpv_33733000-7","33733000-7","Lunettes de soleil"
"cpv_33734000-4","33734000-4","Lunettes"
"cpv_33734100-5","33734100-5","Montures de lunettes et logements d'oculaires"
"cpv_33734200-6","33734200-6","Verre à lunettes"
"cpv_33735000-1","33735000-1","Lunettes masques"
"cpv_33735100-2","33735100-2","Lunettes de protection"
"cpv_33735200-3","33735200-3","Montures et logements d'oculaires de lunettes de protection"
"cpv_33740000-9","33740000-9","Produits de soins pour mains et ongles"
"cpv_33741000-6","33741000-6","Produits de soins pour mains"
"cpv_33741100-7","33741100-7","Produits nettoyants pour les mains"
"cpv_33741200-8","33741200-8","Lotions pour mains ou lotions corporelles"
"cpv_33741300-9","33741300-9","Produits désinfectants pour les mains"
"cpv_33742000-3","33742000-3","Produits de soins pour les ongles"
"cpv_33742100-4","33742100-4","Coupe-ongles"
"cpv_33742200-5","33742200-5","Vernis à ongles"
"cpv_33750000-2","33750000-2","Produits de soins pour bébés"
"cpv_33751000-9","33751000-9","Langes jetables"
"cpv_33752000-6","33752000-6","Coussinets d'allaitement"
"cpv_33760000-5","33760000-5","Papier hygiénique, mouchoirs, essuie-mains et serviettes de table"
"cpv_33761000-2","33761000-2","Papier hygiénique"
"cpv_33762000-9","33762000-9","Mouchoirs en papier"
"cpv_33763000-6","33763000-6","Essuie-mains en papier"
"cpv_33764000-3","33764000-3","Serviettes de table en papier"
"cpv_33770000-8","33770000-8","Articles en papier à usage sanitaire"
"cpv_33771000-5","33771000-5","Produits en papier à usage sanitaire"
"cpv_33771100-6","33771100-6","Serviettes hygiéniques ou tampons"
"cpv_33771200-7","33771200-7","Couches en papier"
"cpv_33772000-2","33772000-2","Articles jetables en papier"
"cpv_33790000-4","33790000-4","Verrerie de laboratoire, d'hygiène ou de pharmacie"
"cpv_33791000-1","33791000-1","Verrerie d'hygiène"
"cpv_33792000-8","33792000-8","Verrerie de pharmacie"
"cpv_33793000-5","33793000-5","Verrerie de laboratoire"
"cpv_33900000-9","33900000-9","Équipement et fournitures pour autopsie et à usage mortuaire"
"cpv_33910000-2","33910000-2","Instruments et fournitures pour dissection"
"cpv_33911000-9","33911000-9","Ciseaux pour autopsie"
"cpv_33912000-6","33912000-6","Trousses de dissection pour autopsie"
"cpv_33912100-7","33912100-7","Pinces à dissection pour autopsie"
"cpv_33913000-3","33913000-3","Sondes de localisation de balles pour autopsie"
"cpv_33914000-0","33914000-0","Fils, aiguilles et agrafes pour incision pour autopsie"
"cpv_33914100-1","33914100-1","Fils pour autopsie"
"cpv_33914200-2","33914200-2","Aiguilles pour autopsie"
"cpv_33914300-3","33914300-3","Agrafes pour incision, pour autopsie"
"cpv_33915000-7","33915000-7","Sondes canelées pour autopsie"
"cpv_33916000-4","33916000-4","Lames ou accessoires de scie pour autopsie"
"cpv_33916100-5","33916100-5","Scies pour autopsie"
"cpv_33917000-1","33917000-1","Planches ou blocs de dissection"
"cpv_33918000-8","33918000-8","Trousses pour instruments ou accessoires de chirurgie pour autopsie"
"cpv_33919000-5","33919000-5","Trousses enroulables pour instruments ou accessoires pour autopsie"
"cpv_33920000-5","33920000-5","Équipement et fournitures pour autopsie"
"cpv_33921000-2","33921000-2","Collecteurs de poussières d'os"
"cpv_33922000-9","33922000-9","Housses de transport de corps"
"cpv_33923000-6","33923000-6","Repose-têtes, plans durs ou balances suspendues pour autopsie"
"cpv_33923100-7","33923100-7","Repose-têtes pour autopsie"
"cpv_33923200-8","33923200-8","Plans durs pour autopsie"
"cpv_33923300-9","33923300-9","Balances suspendues pour autopsie"
"cpv_33924000-3","33924000-3","Kits maladies infectieuse pour autopsie"
"cpv_33925000-0","33925000-0","Etiquettes ou bracelets d'identification pour autopsie"
"cpv_33926000-7","33926000-7","Aspirateurs à liquides ou tubulures pour autopsie"
"cpv_33927000-4","33927000-4","Thermomètres rectaux pour autopsie"
"cpv_33928000-1","33928000-1","Redresseurs de doigts pour autopsie"
"cpv_33929000-8","33929000-8","Kits de reconstitution des tissus"
"cpv_33930000-8","33930000-8","Mobilier pour autopsie"
"cpv_33931000-5","33931000-5","Stations de travail ou accessoires pour autopsie macroscopique"
"cpv_33932000-2","33932000-2","Éviers ou accessoires pour autopsie"
"cpv_33933000-9","33933000-9","Tables pour autopsie ou accessoires"
"cpv_33933100-0","33933100-0","Tables d'autopsie"
"cpv_33934000-6","33934000-6","Tables ou accessoires pour nécropsie"
"cpv_33935000-3","33935000-3","Tables de dissection ou accessoires pour dissection d'animaux"
"cpv_33936000-0","33936000-0","Stations de travail ou accessoires pour embaumement"
"cpv_33937000-7","33937000-7","Stations de travail pour autopsie avec dispositif d'évacuation des liquides corporels ou accessoires"
"cpv_33940000-1","33940000-1","Équipement et fournitures de transport et de conservation des cadavres"
"cpv_33941000-8","33941000-8","Casiers de conservation des cadavres"
"cpv_33942000-5","33942000-5","Dispositifs de transport de cadavres"
"cpv_33943000-2","33943000-2","Chariots élévateurs pour les cadavres"
"cpv_33944000-9","33944000-9","Armoires réfrigérées ou congélateurs pour morgue"
"cpv_33945000-6","33945000-6","Chambres froides pour morgue"
"cpv_33946000-3","33946000-3","Chariots pour autopsie"
"cpv_33947000-0","33947000-0","Plateaux pour cadavres"
"cpv_33948000-7","33948000-7","Élévateurs ou dispositifs de transfert pour cadavres"
"cpv_33949000-4","33949000-4","Conteneurs de transport des corps"
"cpv_33950000-4","33950000-4","Équipement et fournitures cliniques médico-légales"
"cpv_33951000-1","33951000-1","Matériel de prise d'empreintes digitales pour autopsie"
"cpv_33952000-8","33952000-8","Masques antiputréfaction"
"cpv_33953000-5","33953000-5","Kits ou fournitures de dépistage sanguin pour autopsie"
"cpv_33954000-2","33954000-2","Kits de prélèvement d'éléments biologiques"
"cpv_33960000-7","33960000-7","Équipement et fournitures pour embaumement"
"cpv_33961000-4","33961000-4","Injecteurs pour cavités pour embaumement"
"cpv_33962000-1","33962000-1","Tubes de drainage de veine pour embaumement"
"cpv_33963000-8","33963000-8","Traitements chimiques ou fluides pour embaumement"
"cpv_33964000-5","33964000-5","Tubes pour injecteur d'embaumement"
"cpv_33965000-2","33965000-2","Éviers ou accessoires pour embaumement"
"cpv_33966000-9","33966000-9","Kits d'embaumement"
"cpv_33967000-6","33967000-6","Aiguilles d'injecteur pour embaumement"
"cpv_33968000-3","33968000-3","Couvre-yeux"
"cpv_33970000-0","33970000-0","Matériel et fournitures mortuaires"
"cpv_33971000-7","33971000-7","Tenues mortuaires"
"cpv_33972000-4","33972000-4","Packs mortuaires"
"cpv_33973000-1","33973000-1","Housses mortuaires"
"cpv_33974000-8","33974000-8","Aspirateurs à usage mortuaire"
"cpv_33975000-5","33975000-5","Agents de durcissement à usage mortuaire"
"cpv_34000000-7","34000000-7","Équipement de transport et produits auxiliaires pour le transport"
"cpv_34100000-8","34100000-8","Véhicules à moteur"
"cpv_34110000-1","34110000-1","Voitures particulières"
"cpv_34111000-8","34111000-8","Breaks et berlines"
"cpv_34111100-9","34111100-9","Breaks"
"cpv_34111200-0","34111200-0","Berlines"
"cpv_34113000-2","34113000-2","Véhicules à quatre roues motrices"
"cpv_34113100-3","34113100-3","Jeeps"
"cpv_34113200-4","34113200-4","Véhicules tout terrain"
"cpv_34113300-5","34113300-5","Quatre-quatre"
"cpv_34114000-9","34114000-9","Véhicules à usage spécial"
"cpv_34114100-0","34114100-0","Véhicules de secours"
"cpv_34114110-3","34114110-3","Véhicules de sauvetage"
"cpv_34114120-6","34114120-6","Véhicules à usage paramédical"
"cpv_34114121-3","34114121-3","Ambulances"
"cpv_34114122-0","34114122-0","Véhicules de transport de patients"
"cpv_34114200-1","34114200-1","Voitures de police"
"cpv_34114210-4","34114210-4","Fourgons cellulaires"
"cpv_34114300-2","34114300-2","Véhicules pour services d'assistance sociale"
"cpv_34114400-3","34114400-3","Minibus"
"cpv_34115000-6","34115000-6","Autres véhicules particuliers"
"cpv_34115200-8","34115200-8","Véhicules à moteur pour le transport de moins de dix personnes"
"cpv_34115300-9","34115300-9","Véhicules de transport d'occasion"
"cpv_34120000-4","34120000-4","Véhicules à moteur servant au transport de dix personnes ou plus"
"cpv_34121000-1","34121000-1","Autobus et cars"
"cpv_34121100-2","34121100-2","Autobus publics"
